Rank,Team,Games,W-L,EMO GA,OPP ATT,Pct.,Date,Academic Year
54,Massachusetts (CAA),4,1-3,8,17,0.529,03/05/2018,2018.0
55,Mercer (SoCon),5,1-4,12,24,0.500,03/05/2018,2018.0
55,Marist (MAAC),6,1-5,8,16,0.500,03/05/2018,2018.0
55,Harvard (Ivy League),4,3-1,6,12,0.500,03/05/2018,2018.0
55,Denver (Big East),5,4-1,5,10,0.500,03/05/2018,2018.0
55,Canisius (MAAC),4,3-1,5,10,0.500,03/05/2018,2018.0
55,Navy (Patriot),5,3-2,4,8,0.500,03/05/2018,2018.0
55,Notre Dame (ACC),3,2-1,3,6,0.500,03/05/2018,2018.0
62,Stony Brook (America East),5,1-4,10,19,0.474,03/05/2018,2018.0
63,Delaware (CAA),4,3-1,7,13,0.462,03/05/2018,2018.0
64,Dartmouth (Ivy League),4,2-2,10,18,0.444,03/05/2018,2018.0
65,Siena (MAAC),3,2-1,7,12,0.417,03/05/2018,2018.0
66,Towson (CAA),5,2-3,9,15,0.400,03/05/2018,2018.0
67,Hartford (America East),4,1-3,8,13,0.385,03/05/2018,2018.0
68,Furman (SoCon),5,0-5,10,16,0.375,03/05/2018,2018.0
68,Hobart (NEC),4,1-3,5,8,0.375,03/05/2018,2018.0
1,Marquette (Big East),4,3-1,0,7,1.000,03/04/2018,2018.0
1,Wagner (NEC),4,1-3,0,7,1.000,03/04/2018,2018.0
3,UMass Lowell (America East),4,1-3,1,11,0.909,03/04/2018,2018.0
3,Army West Point (Patriot),5,4-1,1,11,0.909,03/04/2018,2018.0
3,Boston U. (Patriot),6,4-2,1,11,0.909,03/04/2018,2018.0
6,Loyola Maryland (Patriot),5,4-1,2,16,0.875,03/04/2018,2018.0
7,VMI (Southland),3,1-2,2,14,0.857,03/04/2018,2018.0
7,Rutgers (Big Ten),5,4-1,2,14,0.857,03/04/2018,2018.0
7,UMBC (America East),4,1-3,1,7,0.857,03/04/2018,2018.0
10,Bellarmine (SoCon),6,2-4,3,20,0.850,03/04/2018,2018.0
11,Vermont (America East),6,6-0,3,17,0.824,03/04/2018,2018.0
12,Georgetown (Big East),4,4-0,2,11,0.818,03/04/2018,2018.0
13,Robert Morris (NEC),5,3-2,3,16,0.813,03/04/2018,2018.0
14,Hofstra (CAA),3,1-2,4,21,0.810,03/04/2018,2018.0
15,Saint Joseph's (NEC),2,0-2,2,10,0.800,03/04/2018,2018.0
15,Brown (Ivy League),3,1-2,1,5,0.800,03/04/2018,2018.0
17,Fairfield (CAA),5,1-4,3,14,0.786,03/04/2018,2018.0
17,Bryant (NEC),6,2-4,3,14,0.786,03/04/2018,2018.0
19,Providence (Big East),5,3-2,5,22,0.773,03/04/2018,2018.0
20,Richmond (SoCon),5,2-3,3,13,0.769,03/04/2018,2018.0
21,Jacksonville (SoCon),6,2-4,5,21,0.762,03/04/2018,2018.0
22,NJIT (Independent),6,0-6,5,20,0.750,03/04/2018,2018.0
22,Cornell (Ivy League),3,1-2,4,16,0.750,03/04/2018,2018.0
24,Colgate (Patriot),5,3-2,5,19,0.737,03/04/2018,2018.0
24,Holy Cross (Patriot),5,1-4,5,19,0.737,03/04/2018,2018.0
26,Duke (ACC),6,5-1,4,15,0.733,03/04/2018,2018.0
26,Drexel (CAA),4,1-3,4,15,0.733,03/04/2018,2018.0
28,Penn (Ivy League),4,2-2,3,11,0.727,03/04/2018,2018.0
28,Villanova (Big East),5,5-0,3,11,0.727,03/04/2018,2018.0
28,Penn St. (Big Ten),5,3-2,3,11,0.727,03/04/2018,2018.0
31,Mount St. Mary's (NEC),6,2-4,6,21,0.714,03/04/2018,2018.0
32,Lehigh (Patriot),5,4-1,5,17,0.706,03/04/2018,2018.0
33,St. John's (NY) (Big East),4,2-2,3,10,0.700,03/04/2018,2018.0
34,Manhattan (MAAC),5,3-2,4,13,0.692,03/04/2018,2018.0
35,Sacred Heart (NEC),5,4-1,5,16,0.688,03/04/2018,2018.0
35,Johns Hopkins (Big Ten),4,2-2,5,16,0.688,03/04/2018,2018.0
37,Virginia (ACC),5,4-1,7,21,0.667,03/04/2018,2018.0
37,North Carolina (ACC),6,6-0,6,18,0.667,03/04/2018,2018.0
37,UAlbany (America East),3,3-0,3,9,0.667,03/04/2018,2018.0
40,Lafayette (Patriot),6,2-4,7,20,0.650,03/04/2018,2018.0
41,Michigan (Big Ten),5,3-2,6,17,0.647,03/04/2018,2018.0
42,Detroit Mercy (MAAC),6,2-4,9,25,0.640,03/04/2018,2018.0
43,Monmouth (MAAC),4,2-2,4,11,0.636,03/04/2018,2018.0
43,Yale (Ivy League),4,3-1,4,11,0.636,03/04/2018,2018.0
45,Quinnipiac (MAAC),4,2-2,7,19,0.632,03/04/2018,2018.0
46,Bucknell (Patriot),5,3-2,6,16,0.625,03/04/2018,2018.0
46,Binghamton (America East),5,0-5,6,16,0.625,03/04/2018,2018.0
48,Canisius (MAAC),4,3-1,4,10,0.600,03/04/2018,2018.0
49,Cleveland St. (Independent),7,1-6,7,17,0.588,03/04/2018,2018.0
50,Princeton (Ivy League),3,1-2,5,12,0.583,03/04/2018,2018.0
50,Maryland (Big Ten),5,5-0,5,12,0.583,03/04/2018,2018.0
52,High Point (SoCon),6,0-6,13,30,0.567,03/04/2018,2018.0
53,Ohio St. (Big Ten),6,5-1,7,16,0.563,03/04/2018,2018.0
53,Syracuse (ACC),4,3-1,7,16,0.563,03/04/2018,2018.0
55,Massachusetts (CAA),4,1-3,8,17,0.529,03/04/2018,2018.0
56,Mercer (SoCon),5,1-4,12,24,0.500,03/04/2018,2018.0
56,Marist (MAAC),6,1-5,8,16,0.500,03/04/2018,2018.0
56,Harvard (Ivy League),4,3-1,6,12,0.500,03/04/2018,2018.0
56,Navy (Patriot),5,3-2,4,8,0.500,03/04/2018,2018.0
56,Denver (Big East),4,3-1,3,6,0.500,03/04/2018,2018.0
56,Notre Dame (ACC),3,2-1,3,6,0.500,03/04/2018,2018.0
62,Stony Brook (America East),5,1-4,10,19,0.474,03/04/2018,2018.0
63,Delaware (CAA),4,3-1,7,13,0.462,03/04/2018,2018.0
64,Dartmouth (Ivy League),4,2-2,10,18,0.444,03/04/2018,2018.0
65,Siena (MAAC),3,2-1,7,12,0.417,03/04/2018,2018.0
66,Towson (CAA),5,2-3,9,15,0.400,03/04/2018,2018.0
67,Hartford (America East),4,1-3,8,13,0.385,03/04/2018,2018.0
68,Furman (SoCon),5,0-5,10,16,0.375,03/04/2018,2018.0
68,Hobart (NEC),4,1-3,5,8,0.375,03/04/2018,2018.0
1,Marquette (Big East),2,2-0,0,1,1.000,02/28/2018,2018.0
1,UMBC (America East),3,1-2,0,3,1.000,02/28/2018,2018.0
1,Boston U. (Patriot),5,3-2,0,8,1.000,02/28/2018,2018.0
1,Wagner (NEC),3,1-2,0,4,1.000,02/28/2018,2018.0
5,Rutgers (Big Ten),4,3-1,1,12,0.917,02/28/2018,2018.0
6,Army West Point (Patriot),4,3-1,1,10,0.900,02/28/2018,2018.0
7,UMass Lowell (America East),3,1-2,1,9,0.889,02/28/2018,2018.0
8,Loyola Maryland (Patriot),4,3-1,2,14,0.857,02/28/2018,2018.0
9,Richmond (SoCon),4,2-2,2,12,0.833,02/28/2018,2018.0
9,VMI (Southland),2,1-1,2,12,0.833,02/28/2018,2018.0
11,Georgetown (Big East),4,4-0,2,11,0.818,02/28/2018,2018.0
11,Bryant (NEC),5,2-3,2,11,0.818,02/28/2018,2018.0
13,Hofstra (CAA),3,1-2,4,21,0.810,02/28/2018,2018.0
14,Bellarmine (SoCon),4,1-3,2,10,0.800,02/28/2018,2018.0
14,Saint Joseph's (NEC),2,0-2,2,10,0.800,02/28/2018,2018.0
16,Vermont (America East),5,5-0,3,14,0.786,02/28/2018,2018.0
17,Providence (Big East),4,3-1,4,18,0.778,02/28/2018,2018.0
17,Robert Morris (NEC),4,2-2,2,9,0.778,02/28/2018,2018.0
17,St. John's (NY) (Big East),3,2-1,2,9,0.778,02/28/2018,2018.0
17,Cornell (Ivy League),2,1-1,2,9,0.778,02/28/2018,2018.0
21,Holy Cross (Patriot),4,1-3,4,17,0.765,02/28/2018,2018.0
22,Sacred Heart (NEC),4,3-1,3,12,0.750,02/28/2018,2018.0
22,Michigan (Big Ten),4,2-2,3,12,0.750,02/28/2018,2018.0
22,Fairfield (CAA),4,1-3,3,12,0.750,02/28/2018,2018.0
25,Mount St. Mary's (NEC),5,1-4,5,18,0.722,02/28/2018,2018.0
25,Jacksonville (SoCon),5,2-3,5,18,0.722,02/28/2018,2018.0
27,UAlbany (America East),2,2-0,2,7,0.714,02/28/2018,2018.0
28,Detroit Mercy (MAAC),4,1-3,5,17,0.706,02/28/2018,2018.0
28,NJIT (Independent),5,0-5,5,17,0.706,02/28/2018,2018.0
30,Penn (Ivy League),3,2-1,3,10,0.700,02/28/2018,2018.0
31,Manhattan (MAAC),5,3-2,4,13,0.692,02/28/2018,2018.0
31,Drexel (CAA),3,0-3,4,13,0.692,02/28/2018,2018.0
33,Colgate (Patriot),4,3-1,5,16,0.688,02/28/2018,2018.0
34,Virginia (ACC),4,4-0,6,18,0.667,02/28/2018,2018.0
34,Binghamton (America East),4,0-4,5,15,0.667,02/28/2018,2018.0
34,Lehigh (Patriot),4,3-1,5,15,0.667,02/28/2018,2018.0
34,Duke (ACC),5,4-1,4,12,0.667,02/28/2018,2018.0
34,Princeton (Ivy League),2,1-1,2,6,0.667,02/28/2018,2018.0
39,North Carolina (ACC),5,5-0,6,17,0.647,02/28/2018,2018.0
40,Stony Brook (America East),4,0-4,5,14,0.643,02/28/2018,2018.0
41,Villanova (Big East),4,4-0,3,8,0.625,02/28/2018,2018.0
41,Maryland (Big Ten),4,4-0,3,8,0.625,02/28/2018,2018.0
41,Yale (Ivy League),3,2-1,3,8,0.625,02/28/2018,2018.0
41,Penn St. (Big Ten),4,2-2,3,8,0.625,02/28/2018,2018.0
45,Johns Hopkins (Big Ten),3,1-2,5,13,0.615,02/28/2018,2018.0
46,Lafayette (Patriot),5,2-3,7,18,0.611,02/28/2018,2018.0
47,High Point (SoCon),5,0-5,9,23,0.609,02/28/2018,2018.0
48,Ohio St. (Big Ten),4,4-0,4,10,0.600,02/28/2018,2018.0
48,Monmouth (MAAC),3,1-2,4,10,0.600,02/28/2018,2018.0
50,Bucknell (Patriot),4,3-1,6,14,0.571,02/28/2018,2018.0
50,Syracuse (ACC),3,2-1,6,14,0.571,02/28/2018,2018.0
50,Navy (Patriot),4,2-2,3,7,0.571,02/28/2018,2018.0
53,Harvard (Ivy League),3,2-1,4,9,0.556,02/28/2018,2018.0
53,Delaware (CAA),3,3-0,4,9,0.556,02/28/2018,2018.0
55,Cleveland St. (Independent),6,1-5,7,15,0.533,02/28/2018,2018.0
56,Massachusetts (CAA),4,1-3,8,17,0.529,02/28/2018,2018.0
57,Mercer (SoCon),5,1-4,12,24,0.500,02/28/2018,2018.0
57,Quinnipiac (MAAC),3,1-2,7,14,0.500,02/28/2018,2018.0
57,Marist (MAAC),5,1-4,6,12,0.500,02/28/2018,2018.0
57,Canisius (MAAC),3,2-1,4,8,0.500,02/28/2018,2018.0
57,Notre Dame (ACC),2,2-0,2,4,0.500,02/28/2018,2018.0
57,Brown (Ivy League),2,1-1,1,2,0.500,02/28/2018,2018.0
63,Furman (SoCon),4,0-4,7,13,0.462,02/28/2018,2018.0
64,Hartford (America East),3,1-2,5,9,0.444,02/28/2018,2018.0
65,Air Force (SoCon),4,1-3,3,5,0.400,02/28/2018,2018.0
65,Denver (Big East),3,2-1,3,5,0.400,02/28/2018,2018.0
67,Towson (CAA),4,1-3,8,13,0.385,02/28/2018,2018.0
68,Hobart (NEC),3,0-3,5,8,0.375,02/28/2018,2018.0
69,Dartmouth (Ivy League),3,1-2,8,12,0.333,02/28/2018,2018.0
69,Siena (MAAC),2,2-0,6,9,0.333,02/28/2018,2018.0
1,Marquette (Big East),2,2-0,0,1,1.000,02/27/2018,2018.0
1,UMBC (America East),3,1-2,0,3,1.000,02/27/2018,2018.0
1,Boston U. (Patriot),5,3-2,0,8,1.000,02/27/2018,2018.0
1,Wagner (NEC),3,1-2,0,4,1.000,02/27/2018,2018.0
5,Rutgers (Big Ten),4,3-1,1,12,0.917,02/27/2018,2018.0
6,Army West Point (Patriot),4,3-1,1,10,0.900,02/27/2018,2018.0
7,UMass Lowell (America East),3,1-2,1,9,0.889,02/27/2018,2018.0
8,Richmond (SoCon),4,2-2,2,12,0.833,02/27/2018,2018.0
8,VMI (Southland),2,1-1,2,12,0.833,02/27/2018,2018.0
10,Georgetown (Big East),4,4-0,2,11,0.818,02/27/2018,2018.0
10,Bryant (NEC),5,2-3,2,11,0.818,02/27/2018,2018.0
12,Hofstra (CAA),3,1-2,4,21,0.810,02/27/2018,2018.0
13,Bellarmine (SoCon),4,1-3,2,10,0.800,02/27/2018,2018.0
13,Loyola Maryland (Patriot),3,2-1,2,10,0.800,02/27/2018,2018.0
13,Saint Joseph's (NEC),2,0-2,2,10,0.800,02/27/2018,2018.0
16,Vermont (America East),5,5-0,3,14,0.786,02/27/2018,2018.0
17,Providence (Big East),4,3-1,4,18,0.778,02/27/2018,2018.0
17,Robert Morris (NEC),4,2-2,2,9,0.778,02/27/2018,2018.0
17,St. John's (NY) (Big East),3,2-1,2,9,0.778,02/27/2018,2018.0
17,Cornell (Ivy League),2,1-1,2,9,0.778,02/27/2018,2018.0
21,Holy Cross (Patriot),4,1-3,4,17,0.765,02/27/2018,2018.0
22,Fairfield (CAA),4,1-3,3,12,0.750,02/27/2018,2018.0
22,Sacred Heart (NEC),4,3-1,3,12,0.750,02/27/2018,2018.0
22,Michigan (Big Ten),4,2-2,3,12,0.750,02/27/2018,2018.0
25,Jacksonville (SoCon),5,2-3,5,18,0.722,02/27/2018,2018.0
25,Mount St. Mary's (NEC),5,1-4,5,18,0.722,02/27/2018,2018.0
27,UAlbany (America East),2,2-0,2,7,0.714,02/27/2018,2018.0
28,Detroit Mercy (MAAC),4,1-3,5,17,0.706,02/27/2018,2018.0
28,NJIT (Independent),5,0-5,5,17,0.706,02/27/2018,2018.0
30,Penn (Ivy League),3,2-1,3,10,0.700,02/27/2018,2018.0
31,Drexel (CAA),3,0-3,4,13,0.692,02/27/2018,2018.0
31,Manhattan (MAAC),5,3-2,4,13,0.692,02/27/2018,2018.0
33,Colgate (Patriot),4,3-1,5,16,0.688,02/27/2018,2018.0
34,Virginia (ACC),4,4-0,6,18,0.667,02/27/2018,2018.0
34,Binghamton (America East),4,0-4,5,15,0.667,02/27/2018,2018.0
34,Lehigh (Patriot),4,3-1,5,15,0.667,02/27/2018,2018.0
34,Duke (ACC),5,4-1,4,12,0.667,02/27/2018,2018.0
34,Villanova (Big East),4,4-0,3,9,0.667,02/27/2018,2018.0
34,Princeton (Ivy League),2,1-1,2,6,0.667,02/27/2018,2018.0
40,Stony Brook (America East),4,0-4,5,14,0.643,02/27/2018,2018.0
41,Maryland (Big Ten),4,4-0,3,8,0.625,02/27/2018,2018.0
41,Yale (Ivy League),3,2-1,3,8,0.625,02/27/2018,2018.0
41,Penn St. (Big Ten),4,2-2,3,8,0.625,02/27/2018,2018.0
44,Johns Hopkins (Big Ten),3,1-2,5,13,0.615,02/27/2018,2018.0
45,Lafayette (Patriot),5,2-3,7,18,0.611,02/27/2018,2018.0
46,High Point (SoCon),5,0-5,9,23,0.609,02/27/2018,2018.0
47,Monmouth (MAAC),3,1-2,4,10,0.600,02/27/2018,2018.0
47,Ohio St. (Big Ten),4,4-0,4,10,0.600,02/27/2018,2018.0
49,Bucknell (Patriot),4,3-1,6,14,0.571,02/27/2018,2018.0
49,Syracuse (ACC),3,2-1,6,14,0.571,02/27/2018,2018.0
49,Navy (Patriot),4,2-2,3,7,0.571,02/27/2018,2018.0
52,Delaware (CAA),3,3-0,4,9,0.556,02/27/2018,2018.0
52,Harvard (Ivy League),3,2-1,4,9,0.556,02/27/2018,2018.0
54,Mercer (SoCon),4,1-3,9,20,0.550,02/27/2018,2018.0
55,North Carolina (ACC),4,4-0,6,13,0.538,02/27/2018,2018.0
56,Cleveland St. (Independent),6,1-5,7,15,0.533,02/27/2018,2018.0
57,Massachusetts (CAA),4,1-3,8,17,0.529,02/27/2018,2018.0
58,Quinnipiac (MAAC),3,1-2,7,14,0.500,02/27/2018,2018.0
58,Marist (MAAC),5,1-4,6,12,0.500,02/27/2018,2018.0
58,Canisius (MAAC),3,2-1,4,8,0.500,02/27/2018,2018.0
58,Notre Dame (ACC),2,2-0,2,4,0.500,02/27/2018,2018.0
58,Brown (Ivy League),2,1-1,1,2,0.500,02/27/2018,2018.0
63,Furman (SoCon),4,0-4,7,13,0.462,02/27/2018,2018.0
64,Hartford (America East),3,1-2,5,9,0.444,02/27/2018,2018.0
65,Air Force (SoCon),4,1-3,3,5,0.400,02/27/2018,2018.0
65,Denver (Big East),3,2-1,3,5,0.400,02/27/2018,2018.0
67,Hobart (NEC),3,0-3,5,8,0.375,02/27/2018,2018.0
68,Dartmouth (Ivy League),3,1-2,8,12,0.333,02/27/2018,2018.0
68,Towson (CAA),3,1-2,6,9,0.333,02/27/2018,2018.0
68,Siena (MAAC),2,2-0,6,9,0.333,02/27/2018,2018.0
1,Marquette (Big East),2,2-0,0,1,1.000,02/25/2018,2018.0
1,UMBC (America East),3,1-2,0,3,1.000,02/25/2018,2018.0
1,Boston U. (Patriot),4,2-2,0,7,1.000,02/25/2018,2018.0
1,Wagner (NEC),3,1-2,0,4,1.000,02/25/2018,2018.0
5,Rutgers (Big Ten),4,3-1,1,12,0.917,02/25/2018,2018.0
6,Army West Point (Patriot),4,3-1,1,10,0.900,02/25/2018,2018.0
7,UMass Lowell (America East),3,1-2,1,9,0.889,02/25/2018,2018.0
8,Richmond (SoCon),4,2-2,2,12,0.833,02/25/2018,2018.0
8,VMI (Southland),2,1-1,2,12,0.833,02/25/2018,2018.0
10,Saint Joseph's (NEC),2,0-2,2,10,0.800,02/25/2018,2018.0
10,Bellarmine (SoCon),4,1-3,2,10,0.800,02/25/2018,2018.0
10,Loyola Maryland (Patriot),3,2-1,2,10,0.800,02/25/2018,2018.0
10,Georgetown (Big East),3,3-0,2,10,0.800,02/25/2018,2018.0
14,Vermont (America East),5,5-0,3,14,0.786,02/25/2018,2018.0
15,Providence (Big East),4,3-1,4,18,0.778,02/25/2018,2018.0
15,Fairfield (CAA),3,1-2,2,9,0.778,02/25/2018,2018.0
15,Robert Morris (NEC),4,2-2,2,9,0.778,02/25/2018,2018.0
15,Bryant (NEC),4,2-2,2,9,0.778,02/25/2018,2018.0
15,Hofstra (CAA),2,0-2,2,9,0.778,02/25/2018,2018.0
15,Cornell (Ivy League),2,1-1,2,9,0.778,02/25/2018,2018.0
15,St. John's (NY) (Big East),3,2-1,2,9,0.778,02/25/2018,2018.0
22,Holy Cross (Patriot),4,1-3,4,17,0.765,02/25/2018,2018.0
23,Mount St. Mary's (NEC),4,1-3,4,16,0.750,02/25/2018,2018.0
23,Sacred Heart (NEC),4,3-1,3,12,0.750,02/25/2018,2018.0
23,Michigan (Big Ten),4,2-2,3,12,0.750,02/25/2018,2018.0
26,Jacksonville (SoCon),5,2-3,5,18,0.722,02/25/2018,2018.0
27,Villanova (Big East),3,3-0,2,7,0.714,02/25/2018,2018.0
27,UAlbany (America East),2,2-0,2,7,0.714,02/25/2018,2018.0
29,Detroit Mercy (MAAC),4,1-3,5,17,0.706,02/25/2018,2018.0
29,NJIT (Independent),5,0-5,5,17,0.706,02/25/2018,2018.0
31,Penn (Ivy League),3,2-1,3,10,0.700,02/25/2018,2018.0
32,Manhattan (MAAC),5,3-2,4,13,0.692,02/25/2018,2018.0
33,Colgate (Patriot),4,3-1,5,16,0.688,02/25/2018,2018.0
34,Virginia (ACC),4,4-0,6,18,0.667,02/25/2018,2018.0
34,Lehigh (Patriot),4,3-1,5,15,0.667,02/25/2018,2018.0
34,Binghamton (America East),4,0-4,5,15,0.667,02/25/2018,2018.0
34,Duke (ACC),5,4-1,4,12,0.667,02/25/2018,2018.0
34,Princeton (Ivy League),2,1-1,2,6,0.667,02/25/2018,2018.0
34,Yale (Ivy League),2,1-1,1,3,0.667,02/25/2018,2018.0
40,Maryland (Big Ten),4,4-0,3,8,0.625,02/25/2018,2018.0
40,Drexel (CAA),2,0-2,3,8,0.625,02/25/2018,2018.0
40,Stony Brook (America East),3,0-3,3,8,0.625,02/25/2018,2018.0
40,Penn St. (Big Ten),4,2-2,3,8,0.625,02/25/2018,2018.0
44,Johns Hopkins (Big Ten),3,1-2,5,13,0.615,02/25/2018,2018.0
45,Lafayette (Patriot),5,2-3,7,18,0.611,02/25/2018,2018.0
46,High Point (SoCon),5,0-5,9,23,0.609,02/25/2018,2018.0
47,Monmouth (MAAC),3,1-2,4,10,0.600,02/25/2018,2018.0
47,Ohio St. (Big Ten),4,4-0,4,10,0.600,02/25/2018,2018.0
49,Bucknell (Patriot),4,3-1,6,14,0.571,02/25/2018,2018.0
49,Syracuse (ACC),3,2-1,6,14,0.571,02/25/2018,2018.0
49,Navy (Patriot),4,2-2,3,7,0.571,02/25/2018,2018.0
52,Delaware (CAA),3,3-0,4,9,0.556,02/25/2018,2018.0
52,Harvard (Ivy League),3,2-1,4,9,0.556,02/25/2018,2018.0
54,Mercer (SoCon),4,1-3,9,20,0.550,02/25/2018,2018.0
55,North Carolina (ACC),4,4-0,6,13,0.538,02/25/2018,2018.0
56,Cleveland St. (Independent),6,1-5,7,15,0.533,02/25/2018,2018.0
56,Massachusetts (CAA),3,1-2,7,15,0.533,02/25/2018,2018.0
58,Quinnipiac (MAAC),3,1-2,7,14,0.500,02/25/2018,2018.0
58,Marist (MAAC),5,1-4,6,12,0.500,02/25/2018,2018.0
58,Canisius (MAAC),3,2-1,4,8,0.500,02/25/2018,2018.0
58,Notre Dame (ACC),2,2-0,2,4,0.500,02/25/2018,2018.0
58,Brown (Ivy League),2,1-1,1,2,0.500,02/25/2018,2018.0
63,Furman (SoCon),4,0-4,7,13,0.462,02/25/2018,2018.0
64,Hartford (America East),2,0-2,4,7,0.429,02/25/2018,2018.0
65,Air Force (SoCon),4,1-3,3,5,0.400,02/25/2018,2018.0
65,Denver (Big East),3,2-1,3,5,0.400,02/25/2018,2018.0
67,Hobart (NEC),3,0-3,5,8,0.375,02/25/2018,2018.0
68,Dartmouth (Ivy League),3,1-2,8,12,0.333,02/25/2018,2018.0
68,Towson (CAA),3,1-2,6,9,0.333,02/25/2018,2018.0
68,Siena (MAAC),2,2-0,6,9,0.333,02/25/2018,2018.0
1,VMI (Southland),1,0-1,0,4,1.000,02/21/2018,2018.0
1,Boston U. (Patriot),3,2-1,0,6,1.000,02/21/2018,2018.0
1,Vermont (America East),4,4-0,0,10,1.000,02/21/2018,2018.0
1,Wagner (NEC),3,1-2,0,4,1.000,02/21/2018,2018.0
1,Army West Point (Patriot),3,3-0,0,8,1.000,02/21/2018,2018.0
1,UMBC (America East),2,1-1,0,2,1.000,02/21/2018,2018.0
7,Rutgers (Big Ten),3,2-1,1,10,0.900,02/21/2018,2018.0
8,Sacred Heart (NEC),3,2-1,1,9,0.889,02/21/2018,2018.0
8,Richmond (SoCon),3,2-1,1,9,0.889,02/21/2018,2018.0
10,Fairfield (CAA),2,1-1,1,8,0.875,02/21/2018,2018.0
10,Bellarmine (SoCon),3,1-2,1,8,0.875,02/21/2018,2018.0
12,Michigan (Big Ten),3,2-1,1,7,0.857,02/21/2018,2018.0
12,Georgetown (Big East),2,2-0,1,7,0.857,02/21/2018,2018.0
14,Bryant (NEC),3,1-2,1,6,0.833,02/21/2018,2018.0
15,Manhattan (MAAC),4,2-2,2,10,0.800,02/21/2018,2018.0
15,Hofstra (CAA),1,0-1,1,5,0.800,02/21/2018,2018.0
17,Johns Hopkins (Big Ten),2,1-1,2,9,0.778,02/21/2018,2018.0
18,Jacksonville (SoCon),4,2-2,4,17,0.765,02/21/2018,2018.0
19,Holy Cross (Patriot),3,1-2,4,16,0.750,02/21/2018,2018.0
19,Detroit Mercy (MAAC),3,1-2,3,12,0.750,02/21/2018,2018.0
19,Stony Brook (America East),2,0-2,1,4,0.750,02/21/2018,2018.0
22,Mount St. Mary's (NEC),3,0-3,4,15,0.733,02/21/2018,2018.0
22,Providence (Big East),3,2-1,4,15,0.733,02/21/2018,2018.0
22,Colgate (Patriot),3,3-0,4,15,0.733,02/21/2018,2018.0
25,Virginia (ACC),3,3-0,4,14,0.714,02/21/2018,2018.0
25,Loyola Maryland (Patriot),2,1-1,2,7,0.714,02/21/2018,2018.0
27,Binghamton (America East),3,0-3,4,13,0.692,02/21/2018,2018.0
28,Duke (ACC),4,4-0,4,12,0.667,02/21/2018,2018.0
28,Syracuse (ACC),2,1-1,3,9,0.667,02/21/2018,2018.0
28,Air Force (SoCon),3,1-2,2,6,0.667,02/21/2018,2018.0
28,Navy (Patriot),3,1-2,2,6,0.667,02/21/2018,2018.0
28,Robert Morris (NEC),3,1-2,2,6,0.667,02/21/2018,2018.0
28,St. John's (NY) (Big East),2,1-1,2,6,0.667,02/21/2018,2018.0
28,UAlbany (America East),1,1-0,1,3,0.667,02/21/2018,2018.0
28,Monmouth (MAAC),2,1-1,1,3,0.667,02/21/2018,2018.0
28,Drexel (CAA),1,0-1,1,3,0.667,02/21/2018,2018.0
28,Cornell (Ivy League),1,0-1,1,3,0.667,02/21/2018,2018.0
38,Maryland (Big Ten),4,4-0,3,8,0.625,02/21/2018,2018.0
38,Penn St. (Big Ten),3,2-1,3,8,0.625,02/21/2018,2018.0
38,Penn (Ivy League),2,1-1,3,8,0.625,02/21/2018,2018.0
41,NJIT (Independent),4,0-4,5,13,0.615,02/21/2018,2018.0
42,High Point (SoCon),4,0-4,8,20,0.600,02/21/2018,2018.0
42,Villanova (Big East),2,2-0,2,5,0.600,02/21/2018,2018.0
42,Princeton (Ivy League),1,1-0,2,5,0.600,02/21/2018,2018.0
42,Delaware (CAA),2,2-0,2,5,0.600,02/21/2018,2018.0
46,Lehigh (Patriot),3,2-1,5,12,0.583,02/21/2018,2018.0
47,Lafayette (Patriot),4,2-2,6,14,0.571,02/21/2018,2018.0
48,North Carolina (ACC),3,3-0,4,9,0.556,02/21/2018,2018.0
49,Mercer (SoCon),4,1-3,9,20,0.550,02/21/2018,2018.0
50,Cleveland St. (Independent),4,0-4,6,12,0.500,02/21/2018,2018.0
50,Marist (MAAC),4,0-4,5,10,0.500,02/21/2018,2018.0
50,Canisius (MAAC),2,1-1,4,8,0.500,02/21/2018,2018.0
50,Hartford (America East),1,0-1,2,4,0.500,02/21/2018,2018.0
50,Harvard (Ivy League),2,1-1,2,4,0.500,02/21/2018,2018.0
50,Saint Joseph's (NEC),1,0-1,2,4,0.500,02/21/2018,2018.0
50,Hampton (DI Independent),1,0-1,2,4,0.500,02/21/2018,2018.0
50,Notre Dame (ACC),1,1-0,1,2,0.500,02/21/2018,2018.0
50,Yale (Ivy League),1,0-1,1,2,0.500,02/21/2018,2018.0
59,Dartmouth (Ivy League),2,1-1,5,9,0.444,02/21/2018,2018.0
60,Siena (MAAC),1,1-0,4,7,0.429,02/21/2018,2018.0
60,Ohio St. (Big Ten),3,3-0,4,7,0.429,02/21/2018,2018.0
62,Furman (SoCon),3,0-3,6,10,0.400,02/21/2018,2018.0
62,Massachusetts (CAA),2,1-1,6,10,0.400,02/21/2018,2018.0
64,Towson (CAA),2,1-1,5,8,0.375,02/21/2018,2018.0
65,Hobart (NEC),2,0-2,4,6,0.333,02/21/2018,2018.0
65,Quinnipiac (MAAC),2,1-1,4,6,0.333,02/21/2018,2018.0
67,Bucknell (Patriot),3,2-1,6,8,0.250,02/21/2018,2018.0
67,Denver (Big East),2,1-1,3,4,0.250,02/21/2018,2018.0
