Date,Team,Clearing Percent
2018-03-20,Cleveland St.,0.847
2018-03-20,Hampton,0.847
2018-03-20,St. John's,0.846
2018-03-20,Syracuse,0.843
2018-03-20,Holy Cross,0.842
2018-03-20,Denver,0.84
2018-03-20,Mount St. Mary's,0.837
2018-03-20,Stony Brook,0.833
2018-03-20,Siena,0.833
2018-03-20,Hartford,0.831
2018-03-20,Marist,0.829
2018-03-20,Army West Point,0.827
2018-03-20,Navy,0.825
2018-03-20,Cornell,0.821
2018-03-20,Wagner,0.82
2018-03-20,Mercer,0.82
2018-03-20,Binghamton,0.819
2018-03-20,UMBC,0.817
2018-03-20,Princeton,0.815
2018-03-20,Dartmouth,0.797
2018-03-20,Bellarmine,0.778
2018-03-19,Ohio St.,0.96
2018-03-19,Hofstra,0.934
2018-03-19,Johns Hopkins,0.922
2018-03-19,Villanova,0.921
2018-03-19,Robert Morris,0.921
2018-03-19,Georgetown,0.92
2018-03-19,Richmond,0.919
2018-03-19,UAlbany,0.918
2018-03-19,Providence,0.917
2018-03-19,Monmouth,0.915
2018-03-19,Bucknell,0.907
2018-03-19,Brown,0.906
2018-03-19,Maryland,0.904
2018-03-19,Duke,0.901
2018-03-19,Drexel,0.899
2018-03-19,Penn,0.899
2018-03-19,Hobart,0.898
2018-03-19,VMI,0.898
2018-03-19,Harvard,0.897
2018-03-19,Loyola Maryland,0.897
2018-03-19,North Carolina,0.895
2018-03-19,Saint Joseph's,0.892
2018-03-19,Notre Dame,0.89
2018-03-19,Jacksonville,0.89
2018-03-19,Sacred Heart,0.886
2018-03-19,Detroit Mercy,0.885
2018-03-19,Penn St.,0.883
2018-03-19,Bryant,0.881
2018-03-19,Fairfield,0.879
2018-03-19,Canisius,0.878
2018-03-19,Michigan,0.878
2018-03-19,Delaware,0.874
2018-03-19,UMass Lowell,0.873
2018-03-19,High Point,0.873
2018-03-19,Rutgers,0.872
2018-03-19,Lehigh,0.872
2018-03-19,Colgate,0.872
2018-03-19,Yale,0.87
2018-03-19,Manhattan,0.869
2018-03-19,Virginia,0.864
2018-03-19,Quinnipiac,0.86
2018-03-19,Towson,0.86
2018-03-19,Vermont,0.856
2018-03-19,Massachusetts,0.856
2018-03-19,Marquette,0.854
2018-03-19,Air Force,0.849
2018-03-19,Furman,0.848
2018-03-19,Syracuse,0.847
2018-03-19,Cleveland St.,0.847
2018-03-19,Hampton,0.847
2018-03-19,Holy Cross,0.847
2018-03-19,St. John's,0.846
2018-03-19,Denver,0.84
2018-03-19,Mount St. Mary's,0.837
2018-03-19,Boston U.,0.837
2018-03-19,Stony Brook,0.833
2018-03-19,Siena,0.833
2018-03-19,Marist,0.829
2018-03-19,Army West Point,0.827
2018-03-19,Navy,0.825
2018-03-19,Cornell,0.821
2018-03-19,Wagner,0.82
2018-03-19,Mercer,0.82
2018-03-19,Binghamton,0.819
2018-03-19,Hartford,0.817
2018-03-19,UMBC,0.817
2018-03-19,Princeton,0.815
2018-03-19,Dartmouth,0.786
2018-03-19,Bellarmine,0.778
2018-03-18,Ohio St.,0.96
2018-03-18,Hofstra,0.934
2018-03-18,Johns Hopkins,0.922
2018-03-18,Villanova,0.921
2018-03-18,Robert Morris,0.921
2018-03-18,Georgetown,0.92
2018-03-18,Richmond,0.919
2018-03-18,UAlbany,0.918
2018-03-18,Providence,0.917
2018-03-18,Monmouth,0.915
2018-03-18,Bucknell,0.907
2018-03-18,Brown,0.906
2018-03-18,Maryland,0.904
2018-03-18,Duke,0.901
2018-03-18,Drexel,0.899
2018-03-18,Penn,0.899
2018-03-18,Hobart,0.898
2018-03-18,VMI,0.898
2018-03-18,Harvard,0.897
2018-03-18,Loyola Maryland,0.897
2018-03-18,North Carolina,0.895
2018-03-18,Saint Joseph's,0.892
2018-03-18,Notre Dame,0.89
2018-03-18,Jacksonville,0.89
2018-03-18,Sacred Heart,0.886
2018-03-18,Detroit Mercy,0.885
2018-03-18,Penn St.,0.883
2018-03-18,Bryant,0.881
2018-03-18,Fairfield,0.879
2018-03-18,Canisius,0.878
2018-03-18,Michigan,0.878
2018-03-18,Delaware,0.874
2018-03-18,UMass Lowell,0.873
2018-03-18,High Point,0.873
2018-03-18,Rutgers,0.872
2018-03-18,Lehigh,0.872
2018-03-18,Colgate,0.872
2018-03-18,Yale,0.87
2018-03-18,Manhattan,0.869
2018-03-18,Virginia,0.864
2018-03-18,Quinnipiac,0.86
2018-03-18,Towson,0.86
2018-03-18,Vermont,0.856
2018-03-18,Massachusetts,0.856
2018-03-18,Marquette,0.854
2018-03-18,Air Force,0.849
2018-03-18,Furman,0.848
2018-03-18,Syracuse,0.847
2018-03-18,Cleveland St.,0.847
2018-03-18,Holy Cross,0.847
2018-03-18,St. John's,0.846
2018-03-18,Denver,0.84
2018-03-18,Hampton,0.838
2018-03-18,Boston U.,0.837
2018-03-18,Mount St. Mary's,0.837
2018-03-18,Stony Brook,0.833
2018-03-18,Siena,0.833
2018-03-18,Marist,0.829
2018-03-18,Army West Point,0.827
2018-03-18,Navy,0.825
2018-03-18,Wagner,0.824
2018-03-18,Cornell,0.821
2018-03-18,Mercer,0.82
2018-03-18,Binghamton,0.819
2018-03-18,Hartford,0.817
2018-03-18,UMBC,0.817
2018-03-18,Princeton,0.815
2018-03-18,Dartmouth,0.786
2018-03-18,Bellarmine,0.778
2018-03-14,Ohio St.,0.964
2018-03-14,Villanova,0.934
2018-03-14,Hofstra,0.932
2018-03-14,UAlbany,0.928
2018-03-14,Johns Hopkins,0.924
2018-03-14,Robert Morris,0.918
2018-03-14,Monmouth,0.918
2018-03-14,Georgetown,0.917
2018-03-14,Providence,0.915
2018-03-14,Loyola Maryland,0.911
2018-03-14,Maryland,0.909
2018-03-14,Saint Joseph's,0.908
2018-03-14,Penn,0.907
2018-03-14,Richmond,0.906
2018-03-14,Bucknell,0.9
2018-03-14,Brown,0.9
2018-03-14,Drexel,0.896
2018-03-14,North Carolina,0.895
2018-03-14,Harvard,0.895
2018-03-14,Notre Dame,0.893
2018-03-14,Duke,0.892
2018-03-14,Fairfield,0.891
2018-03-14,Virginia,0.891
2018-03-14,VMI,0.891
2018-03-14,Penn St.,0.891
2018-03-14,Sacred Heart,0.89
2018-03-14,Hobart,0.889
2018-03-14,Towson,0.887
2018-03-14,Jacksonville,0.886
2018-03-14,Bryant,0.885
2018-03-14,Detroit Mercy,0.881
2018-03-14,Yale,0.878
2018-03-14,Lehigh,0.876
2018-03-14,Vermont,0.872
2018-03-14,Colgate,0.872
2018-03-14,Rutgers,0.871
2018-03-14,Canisius,0.871
2018-03-14,Michigan,0.87
2018-03-14,UMass Lowell,0.866
2018-03-14,Delaware,0.864
2018-03-14,High Point,0.863
2018-03-14,Syracuse,0.861
2018-03-14,Marquette,0.86
2018-03-14,Massachusetts,0.859
2018-03-14,Manhattan,0.855
2018-03-14,Holy Cross,0.855
2018-03-14,St. John's,0.853
2018-03-14,Mount St. Mary's,0.849
2018-03-14,Quinnipiac,0.848
2018-03-14,Cleveland St.,0.848
2018-03-14,Army West Point,0.847
2018-03-14,Furman,0.846
2018-03-14,Boston U.,0.842
2018-03-14,Air Force,0.839
2018-03-14,Hampton,0.838
2018-03-14,Siena,0.838
2018-03-14,Navy,0.831
2018-03-14,Wagner,0.83
2018-03-14,Hartford,0.826
2018-03-14,Stony Brook,0.824
2018-03-14,Marist,0.82
2018-03-14,Binghamton,0.816
2018-03-14,UMBC,0.812
2018-03-14,Denver,0.812
2018-03-14,Cornell,0.81
2018-03-14,Mercer,0.809
2018-03-14,Princeton,0.8
2018-03-14,Bellarmine,0.783
2018-03-14,NJIT,0.771
2018-03-13,Ohio St.,0.964
2018-03-13,Villanova,0.934
2018-03-13,UAlbany,0.928
2018-03-13,Johns Hopkins,0.924
2018-03-13,Monmouth,0.922
2018-03-13,Hofstra,0.921
2018-03-13,Robert Morris,0.918
2018-03-13,Georgetown,0.917
2018-03-13,Providence,0.915
2018-03-13,Richmond,0.914
2018-03-13,Loyola Maryland,0.911
2018-03-13,Maryland,0.909
2018-03-13,Saint Joseph's,0.908
2018-03-13,Penn,0.907
2018-03-13,Bucknell,0.9
2018-03-13,Brown,0.9
2018-03-13,Drexel,0.896
2018-03-13,Harvard,0.895
2018-03-13,North Carolina,0.894
2018-03-13,Notre Dame,0.893
2018-03-13,Duke,0.892
2018-03-13,Virginia,0.891
2018-03-13,Fairfield,0.891
2018-03-13,VMI,0.891
2018-03-13,Penn St.,0.891
2018-03-13,Sacred Heart,0.89
2018-03-13,Hobart,0.889
2018-03-13,Towson,0.887
2018-03-13,Jacksonville,0.886
2018-03-13,Bryant,0.885
2018-03-13,Detroit Mercy,0.881
2018-03-13,Yale,0.878
2018-03-13,UMass Lowell,0.874
2018-03-13,Vermont,0.872
2018-03-13,Colgate,0.872
2018-03-13,Canisius,0.871
2018-03-13,Michigan,0.87
2018-03-13,Rutgers,0.868
2018-03-13,Lehigh,0.866
2018-03-13,Delaware,0.864
2018-03-13,High Point,0.863
2018-03-13,Syracuse,0.861
2018-03-13,Marquette,0.86
2018-03-13,Manhattan,0.855
2018-03-13,Holy Cross,0.855
2018-03-13,St. John's,0.853
2018-03-13,Mount St. Mary's,0.849
2018-03-13,Quinnipiac,0.848
2018-03-13,Cleveland St.,0.848
2018-03-13,Army West Point,0.847
2018-03-13,Furman,0.846
2018-03-13,Massachusetts,0.845
2018-03-13,Boston U.,0.842
2018-03-13,Air Force,0.839
2018-03-13,Siena,0.838
2018-03-13,Hampton,0.831
2018-03-13,Navy,0.831
2018-03-13,Wagner,0.83
2018-03-13,Hartford,0.826
2018-03-13,Stony Brook,0.824
2018-03-13,Marist,0.82
2018-03-13,Binghamton,0.816
2018-03-13,UMBC,0.812
2018-03-13,Denver,0.812
2018-03-13,Cornell,0.81
2018-03-13,Mercer,0.809
2018-03-13,Princeton,0.8
2018-03-13,Bellarmine,0.783
2018-03-13,NJIT,0.771
2018-03-11,Ohio St.,0.964
2018-03-11,Villanova,0.934
2018-03-11,UAlbany,0.928
2018-03-11,Monmouth,0.922
2018-03-11,Hofstra,0.921
2018-03-11,Robert Morris,0.918
2018-03-11,Georgetown,0.917
2018-03-11,Providence,0.915
2018-03-11,Richmond,0.914
2018-03-11,Saint Joseph's,0.912
2018-03-11,Johns Hopkins,0.911
2018-03-11,Loyola Maryland,0.911
2018-03-11,Maryland,0.909
2018-03-11,Penn,0.907
2018-03-11,Bucknell,0.9
2018-03-11,Brown,0.9
2018-03-11,Harvard,0.895
2018-03-11,North Carolina,0.894
2018-03-11,Notre Dame,0.893
2018-03-11,Duke,0.892
2018-03-11,Fairfield,0.891
2018-03-11,Virginia,0.891
2018-03-11,VMI,0.891
2018-03-11,Penn St.,0.891
2018-03-11,Sacred Heart,0.89
2018-03-11,Hobart,0.889
2018-03-11,Drexel,0.889
2018-03-11,Towson,0.887
2018-03-11,Jacksonville,0.886
2018-03-11,Bryant,0.885
2018-03-11,Detroit Mercy,0.881
2018-03-11,Yale,0.878
2018-03-11,UMass Lowell,0.874
2018-03-11,Vermont,0.872
2018-03-11,Colgate,0.872
2018-03-11,Canisius,0.871
2018-03-11,Michigan,0.87
2018-03-11,Rutgers,0.868
2018-03-11,Lehigh,0.866
2018-03-11,Delaware,0.864
2018-03-11,High Point,0.863
2018-03-11,Syracuse,0.861
2018-03-11,Marquette,0.86
2018-03-11,Manhattan,0.855
2018-03-11,Holy Cross,0.855
2018-03-11,St. John's,0.853
2018-03-11,Mount St. Mary's,0.849
2018-03-11,Quinnipiac,0.848
2018-03-11,Army West Point,0.847
2018-03-11,Cleveland St.,0.846
2018-03-11,Furman,0.846
2018-03-11,Massachusetts,0.845
2018-03-11,Boston U.,0.842
2018-03-11,Air Force,0.839
2018-03-11,Siena,0.838
2018-03-11,Hampton,0.831
2018-03-11,Navy,0.831
2018-03-11,Wagner,0.83
2018-03-11,Hartford,0.826
2018-03-11,Stony Brook,0.824
2018-03-11,Marist,0.82
2018-03-11,Binghamton,0.816
2018-03-11,Denver,0.812
2018-03-11,Cornell,0.81
2018-03-11,Mercer,0.809
2018-03-11,Princeton,0.8
2018-03-11,UMBC,0.786
2018-03-11,Bellarmine,0.783
2018-03-11,NJIT,0.771
2018-03-07,Ohio St.,0.97
2018-03-07,Penn,0.936
2018-03-07,Penn St.,0.935
2018-03-07,Hofstra,0.933
2018-03-07,Villanova,0.932
2018-03-07,Robert Morris,0.932
2018-03-07,Duke,0.93
2018-03-07,UAlbany,0.926
2018-03-07,Monmouth,0.921
2018-03-07,Georgetown,0.92
2018-03-07,Loyola Maryland,0.913
2018-03-07,Drexel,0.912
2018-03-07,Saint Joseph's,0.906
2018-03-07,Johns Hopkins,0.905
2018-03-07,Notre Dame,0.905
2018-03-07,Providence,0.902
2018-03-07,Hobart,0.901
2018-03-07,Richmond,0.9
2018-03-07,Brown,0.9
2018-03-07,Maryland,0.899
2018-03-07,VMI,0.899
2018-03-07,North Carolina,0.897
2018-03-07,Virginia,0.896
2018-03-07,Michigan,0.895
2018-03-07,Detroit Mercy,0.891
2018-03-07,Jacksonville,0.886
2018-03-07,Harvard,0.886
2018-03-07,Rutgers,0.878
2018-03-07,Fairfield,0.877
2018-03-07,Bucknell,0.877
2018-03-07,Sacred Heart,0.876
2018-03-07,Towson,0.875
2018-03-07,Vermont,0.872
2018-03-07,Bryant,0.872
2018-03-07,Lehigh,0.871
2018-03-07,Holy Cross,0.871
2018-03-07,Canisius,0.871
2018-03-07,Colgate,0.871
2018-03-07,Delaware,0.867
2018-03-07,High Point,0.863
2018-03-07,Marquette,0.861
2018-03-07,Syracuse,0.859
2018-03-07,Manhattan,0.858
2018-03-07,Yale,0.857
2018-03-07,Furman,0.856
2018-03-07,St. John's,0.856
2018-03-07,UMass Lowell,0.856
2018-03-07,Army West Point,0.853
2018-03-07,Cleveland St.,0.846
2018-03-07,Massachusetts,0.839
2018-03-07,Siena,0.836
2018-03-07,Mount St. Mary's,0.832
2018-03-07,Air Force,0.831
2018-03-07,Hampton,0.831
2018-03-07,Boston U.,0.83
2018-03-07,Wagner,0.828
2018-03-07,Quinnipiac,0.821
2018-03-07,Navy,0.821
2018-03-07,Cornell,0.82
2018-03-07,Marist,0.818
2018-03-07,Denver,0.818
2018-03-07,Princeton,0.818
2018-03-07,Hartford,0.814
2018-03-07,Stony Brook,0.812
2018-03-07,NJIT,0.8
2018-03-07,Mercer,0.786
2018-03-07,Bellarmine,0.783
2018-03-07,Binghamton,0.779
2018-03-07,UMBC,0.768
2018-03-07,Dartmouth,0.768
2018-03-06,Ohio St.,0.97
2018-03-06,Penn,0.936
2018-03-06,Penn St.,0.935
2018-03-06,Hofstra,0.933
2018-03-06,Villanova,0.932
2018-03-06,Robert Morris,0.932
2018-03-06,Duke,0.93
2018-03-06,UAlbany,0.926
2018-03-06,Monmouth,0.921
2018-03-06,Georgetown,0.92
2018-03-06,Loyola Maryland,0.913
2018-03-06,Drexel,0.912
2018-03-06,Saint Joseph's,0.906
2018-03-06,Notre Dame,0.905
2018-03-06,Johns Hopkins,0.905
2018-03-06,Providence,0.902
2018-03-06,Hobart,0.901
2018-03-06,Richmond,0.9
2018-03-06,Brown,0.9
2018-03-06,Maryland,0.899
2018-03-06,VMI,0.899
2018-03-06,North Carolina,0.897
2018-03-06,Virginia,0.896
2018-03-06,Michigan,0.895
2018-03-06,Detroit Mercy,0.891
2018-03-06,Jacksonville,0.886
2018-03-06,Harvard,0.886
2018-03-06,Sacred Heart,0.879
2018-03-06,Rutgers,0.878
2018-03-06,Fairfield,0.877
2018-03-06,Bucknell,0.877
2018-03-06,Towson,0.875
2018-03-06,Bryant,0.872
2018-03-06,Lehigh,0.871
2018-03-06,Holy Cross,0.871
2018-03-06,Canisius,0.871
2018-03-06,Colgate,0.871
2018-03-06,Vermont,0.869
2018-03-06,Delaware,0.867
2018-03-06,High Point,0.863
2018-03-06,Marquette,0.861
2018-03-06,Syracuse,0.859
2018-03-06,Manhattan,0.858
2018-03-06,Yale,0.857
2018-03-06,Furman,0.856
2018-03-06,St. John's,0.856
2018-03-06,UMass Lowell,0.856
2018-03-06,Army West Point,0.853
2018-03-06,Cleveland St.,0.846
2018-03-06,Massachusetts,0.839
2018-03-06,Siena,0.836
2018-03-06,Mount St. Mary's,0.832
2018-03-06,Air Force,0.831
2018-03-06,Hampton,0.831
2018-03-06,Boston U.,0.83
2018-03-06,Wagner,0.828
2018-03-06,Quinnipiac,0.821
2018-03-06,Navy,0.821
2018-03-06,Cornell,0.82
2018-03-06,Marist,0.818
2018-03-06,Denver,0.818
2018-03-06,Princeton,0.818
2018-03-06,Hartford,0.814
2018-03-06,Stony Brook,0.812
2018-03-06,NJIT,0.8
2018-03-06,Mercer,0.786
2018-03-06,Bellarmine,0.783
2018-03-06,Binghamton,0.779
2018-03-06,UMBC,0.768
2018-03-06,Dartmouth,0.768
2018-03-05,Ohio St.,0.97
2018-03-05,Saint Joseph's,0.951
2018-03-05,Villanova,0.938
2018-03-05,Penn St.,0.934
2018-03-05,Hofstra,0.933
2018-03-05,Robert Morris,0.932
2018-03-05,Penn,0.931
2018-03-05,Duke,0.93
2018-03-05,UAlbany,0.927
2018-03-05,Monmouth,0.921
2018-03-05,Loyola Maryland,0.913
2018-03-05,Drexel,0.912
2018-03-05,Georgetown,0.907
2018-03-05,Johns Hopkins,0.905
2018-03-05,Notre Dame,0.905
2018-03-05,Providence,0.902
2018-03-05,Richmond,0.9
2018-03-05,Maryland,0.899
2018-03-05,North Carolina,0.897
2018-03-05,Michigan,0.895
2018-03-05,VMI,0.891
2018-03-05,Detroit Mercy,0.891
2018-03-05,Hobart,0.889
2018-03-05,Jacksonville,0.886
2018-03-05,Harvard,0.886
2018-03-05,Delaware,0.883
2018-03-05,Sacred Heart,0.879
2018-03-05,Rutgers,0.878
2018-03-05,Bucknell,0.877
2018-03-05,Towson,0.875
2018-03-05,Virginia,0.874
2018-03-05,Bryant,0.872
2018-03-05,Lehigh,0.871
2018-03-05,Holy Cross,0.871
2018-03-05,Canisius,0.871
2018-03-05,Vermont,0.869
2018-03-05,High Point,0.863
2018-03-05,Marquette,0.861
2018-03-05,Colgate,0.859
2018-03-05,Syracuse,0.859
2018-03-05,Yale,0.857
2018-03-05,Massachusetts,0.857
2018-03-05,Brown,0.854
2018-03-05,Army West Point,0.853
2018-03-05,Furman,0.847
2018-03-05,St. John's,0.847
2018-03-05,Cleveland St.,0.846
2018-03-05,Fairfield,0.845
2018-03-05,UMass Lowell,0.842
2018-03-05,Manhattan,0.837
2018-03-05,Siena,0.836
2018-03-05,Mount St. Mary's,0.832
2018-03-05,Hampton,0.831
2018-03-05,Air Force,0.831
2018-03-05,Boston U.,0.83
2018-03-05,Marist,0.824
2018-03-05,Denver,0.818
2018-03-05,Navy,0.815
2018-03-05,Hartford,0.814
2018-03-05,Stony Brook,0.812
2018-03-05,NJIT,0.809
2018-03-05,Wagner,0.809
2018-03-05,Quinnipiac,0.806
2018-03-05,Princeton,0.796
2018-03-05,Mercer,0.796
2018-03-05,Binghamton,0.789
2018-03-05,Bellarmine,0.783
2018-03-05,Cornell,0.776
2018-03-05,Dartmouth,0.768
2018-03-05,UMBC,0.768
2018-03-04,Ohio St.,0.97
2018-03-04,Saint Joseph's,0.951
2018-03-04,Villanova,0.938
2018-03-04,Penn St.,0.934
2018-03-04,Hofstra,0.933
2018-03-04,Robert Morris,0.932
2018-03-04,Penn,0.931
2018-03-04,Duke,0.93
2018-03-04,UAlbany,0.927
2018-03-04,Monmouth,0.921
2018-03-04,Loyola Maryland,0.913
2018-03-04,Drexel,0.912
2018-03-04,Georgetown,0.907
2018-03-04,Johns Hopkins,0.905
2018-03-04,Notre Dame,0.905
2018-03-04,Providence,0.902
2018-03-04,Richmond,0.9
2018-03-04,North Carolina,0.899
2018-03-04,Maryland,0.899
2018-03-04,Michigan,0.895
2018-03-04,VMI,0.891
2018-03-04,Detroit Mercy,0.891
2018-03-04,Hobart,0.889
2018-03-04,Jacksonville,0.886
2018-03-04,Harvard,0.886
2018-03-04,Delaware,0.883
2018-03-04,Sacred Heart,0.879
2018-03-04,Rutgers,0.878
2018-03-04,Bucknell,0.877
2018-03-04,Towson,0.875
2018-03-04,Virginia,0.874
2018-03-04,Bryant,0.872
2018-03-04,Lehigh,0.871
2018-03-04,Holy Cross,0.871
2018-03-04,Canisius,0.871
2018-03-04,Vermont,0.869
2018-03-04,High Point,0.863
2018-03-04,Marquette,0.861
2018-03-04,Colgate,0.859
2018-03-04,Syracuse,0.859
2018-03-04,Yale,0.857
2018-03-04,Massachusetts,0.857
2018-03-04,Brown,0.854
2018-03-04,Army West Point,0.853
2018-03-04,Furman,0.847
2018-03-04,St. John's,0.847
2018-03-04,Cleveland St.,0.846
2018-03-04,Fairfield,0.845
2018-03-04,UMass Lowell,0.842
2018-03-04,Hampton,0.839
2018-03-04,Manhattan,0.837
2018-03-04,Siena,0.836
2018-03-04,Mount St. Mary's,0.832
2018-03-04,Air Force,0.831
2018-03-04,Boston U.,0.83
2018-03-04,Marist,0.824
2018-03-04,Denver,0.819
2018-03-04,Navy,0.815
2018-03-04,Hartford,0.814
2018-03-04,Stony Brook,0.812
2018-03-04,NJIT,0.809
2018-03-04,Wagner,0.809
2018-03-04,Quinnipiac,0.806
2018-03-04,Princeton,0.796
2018-03-04,Mercer,0.796
2018-03-04,Binghamton,0.789
2018-03-04,Bellarmine,0.783
2018-03-04,Cornell,0.776
2018-03-04,Dartmouth,0.768
2018-03-04,UMBC,0.768
2018-02-28,Monmouth,0.963
2018-02-28,Brown,0.962
2018-02-28,Saint Joseph's,0.951
2018-02-28,Ohio St.,0.951
2018-02-28,Duke,0.949
2018-02-28,Robert Morris,0.941
2018-02-28,Hofstra,0.933
2018-02-28,Villanova,0.931
2018-02-28,Penn,0.929
2018-02-28,UAlbany,0.923
2018-02-28,Penn St.,0.919
2018-02-28,Notre Dame,0.918
2018-02-28,Richmond,0.917
2018-02-28,Colgate,0.917
2018-02-28,Loyola Maryland,0.909
2018-02-28,Georgetown,0.907
2018-02-28,Hobart,0.9
2018-02-28,Rutgers,0.897
2018-02-28,Johns Hopkins,0.896
2018-02-28,Providence,0.894
2018-02-28,VMI,0.892
2018-02-28,Delaware,0.891
2018-02-28,Virginia,0.889
2018-02-28,North Carolina,0.886
2018-02-28,Jacksonville,0.882
2018-02-28,Towson,0.882
2018-02-28,Maryland,0.882
2018-02-28,Bryant,0.88
2018-02-28,Drexel,0.88
2018-02-28,Harvard,0.87
2018-02-28,Michigan,0.868
2018-02-28,Hartford,0.865
2018-02-28,St. John's,0.862
2018-02-28,Fairfield,0.862
2018-02-28,Canisius,0.86
2018-02-28,Vermont,0.86
2018-02-28,Army West Point,0.859
2018-02-28,Sacred Heart,0.859
2018-02-28,Air Force,0.857
2018-02-28,Massachusetts,0.857
2018-02-28,Detroit Mercy,0.855
2018-02-28,Bucknell,0.847
2018-02-28,Holy Cross,0.847
2018-02-28,Lehigh,0.846
2018-02-28,High Point,0.845
2018-02-28,Cleveland St.,0.845
2018-02-28,UMass Lowell,0.845
2018-02-28,Manhattan,0.837
2018-02-28,Yale,0.837
2018-02-28,Furman,0.836
2018-02-28,Syracuse,0.831
2018-02-28,Binghamton,0.83
2018-02-28,Boston U.,0.826
2018-02-28,Hampton,0.825
2018-02-28,Denver,0.824
2018-02-28,Wagner,0.819
2018-02-28,Marist,0.818
2018-02-28,Mount St. Mary's,0.816
2018-02-28,Marquette,0.813
2018-02-28,Siena,0.8
2018-02-28,Princeton,0.8
2018-02-28,Mercer,0.796
2018-02-28,Bellarmine,0.794
2018-02-28,NJIT,0.791
2018-02-28,Navy,0.788
2018-02-28,Stony Brook,0.787
2018-02-28,Quinnipiac,0.766
2018-02-28,Lafayette,0.744
2018-02-28,UMBC,0.738
2018-02-27,Monmouth,0.963
2018-02-27,Brown,0.962
2018-02-27,Saint Joseph's,0.951
2018-02-27,Ohio St.,0.951
2018-02-27,Duke,0.949
2018-02-27,Robert Morris,0.941
2018-02-27,Hofstra,0.933
2018-02-27,Villanova,0.931
2018-02-27,Penn,0.929
2018-02-27,UAlbany,0.923
2018-02-27,Penn St.,0.919
2018-02-27,Notre Dame,0.918
2018-02-27,Richmond,0.917
2018-02-27,Colgate,0.917
2018-02-27,Georgetown,0.907
2018-02-27,Loyola Maryland,0.9
2018-02-27,Hobart,0.9
2018-02-27,Towson,0.898
2018-02-27,Rutgers,0.897
2018-02-27,Johns Hopkins,0.896
2018-02-27,Providence,0.894
2018-02-27,VMI,0.892
2018-02-27,Delaware,0.891
2018-02-27,Virginia,0.889
2018-02-27,Jacksonville,0.882
2018-02-27,Maryland,0.882
2018-02-27,Bryant,0.88
2018-02-27,Drexel,0.88
2018-02-27,Harvard,0.87
2018-02-27,Michigan,0.868
2018-02-27,Hartford,0.865
2018-02-27,St. John's,0.862
2018-02-27,Fairfield,0.862
2018-02-27,Canisius,0.86
2018-02-27,Vermont,0.86
2018-02-27,Army West Point,0.859
2018-02-27,Sacred Heart,0.859
2018-02-27,North Carolina,0.859
2018-02-27,Air Force,0.857
2018-02-27,Massachusetts,0.857
2018-02-27,Detroit Mercy,0.855
2018-02-27,Bucknell,0.847
2018-02-27,Holy Cross,0.847
2018-02-27,Lehigh,0.846
2018-02-27,High Point,0.845
2018-02-27,UMass Lowell,0.845
2018-02-27,Manhattan,0.837
2018-02-27,Yale,0.837
2018-02-27,Cleveland St.,0.836
2018-02-27,Furman,0.836
2018-02-27,Syracuse,0.831
2018-02-27,Binghamton,0.83
2018-02-27,Boston U.,0.826
2018-02-27,Hampton,0.825
2018-02-27,Denver,0.824
2018-02-27,Wagner,0.819
2018-02-27,Marist,0.818
2018-02-27,Mount St. Mary's,0.816
2018-02-27,Marquette,0.813
2018-02-27,Mercer,0.805
2018-02-27,Siena,0.8
2018-02-27,Princeton,0.8
2018-02-27,Bellarmine,0.794
2018-02-27,NJIT,0.791
2018-02-27,Navy,0.788
2018-02-27,Stony Brook,0.787
2018-02-27,Quinnipiac,0.766
2018-02-27,Lafayette,0.744
2018-02-27,UMBC,0.738
2018-02-25,Monmouth,0.963
2018-02-25,Brown,0.962
2018-02-25,Saint Joseph's,0.951
2018-02-25,Ohio St.,0.951
2018-02-25,Duke,0.949
2018-02-25,Bryant,0.949
2018-02-25,Robert Morris,0.941
2018-02-25,Penn,0.929
2018-02-25,UAlbany,0.923
2018-02-25,Penn St.,0.919
2018-02-25,Notre Dame,0.918
2018-02-25,Richmond,0.917
2018-02-25,Colgate,0.917
2018-02-25,Yale,0.912
2018-02-25,Villanova,0.909
2018-02-25,Hofstra,0.909
2018-02-25,Hartford,0.909
2018-02-25,Georgetown,0.907
2018-02-25,Loyola Maryland,0.9
2018-02-25,Hobart,0.9
2018-02-25,Towson,0.898
2018-02-25,Rutgers,0.897
2018-02-25,Johns Hopkins,0.896
2018-02-25,Providence,0.894
2018-02-25,VMI,0.892
2018-02-25,Delaware,0.891
2018-02-25,Virginia,0.889
2018-02-25,Jacksonville,0.882
2018-02-25,Maryland,0.882
2018-02-25,Harvard,0.87
2018-02-25,Michigan,0.868
2018-02-25,Drexel,0.868
2018-02-25,St. John's,0.862
2018-02-25,Canisius,0.86
2018-02-25,Vermont,0.86
2018-02-25,Army West Point,0.859
2018-02-25,Sacred Heart,0.859
2018-02-25,North Carolina,0.859
2018-02-25,Air Force,0.857
2018-02-25,Detroit Mercy,0.855
2018-02-25,Massachusetts,0.854
2018-02-25,Boston U.,0.849
2018-02-25,Bucknell,0.847
2018-02-25,Holy Cross,0.847
2018-02-25,Lehigh,0.846
2018-02-25,Fairfield,0.846
2018-02-25,High Point,0.845
2018-02-25,UMass Lowell,0.845
2018-02-25,Manhattan,0.837
2018-02-25,Cleveland St.,0.836
